sl.no,Pick_Time,Actual_Quantity,number_of_items_container,total_quantity_of_items_in_container,volume_of_items_present_in_container,Total_Weight_of_items_present_in_container,Height_of_item,Length_of_item,Width_of_item,weight_of_each_item
17834,19.07,2,6,9,360.232166,4.1062,8.5,2.5,2.5,0.4062
17835,6.61,2,2,4,1170,11.3125,9.5,4,4,3.4875
17836,7.19,1,8,11,1177.28125,12.0825,1,5.5,5,0.75
17837,18.294,1,7,8,560.75,8.7275,2.5,5.75,1.25,0.6
17838,17.74,1,2,3,257.875,1.62,1.78,2.92,2.91,0.34
17839,12.46,1,10,11,1217.815625,14.2925,0.5,5.5,6.5,0.75
17840,7.643,1,8,12,1239.921875,7.9388,6.69,3.25,4.94,0.875
17841,10.89,1,3,12,172.765625,0.62,3.25,6.5,3.25,1.0625
17842,9.41,1,7,9,761.53125,5.755,1,9.25,6,0.52
17843,7.593,1,3,3,230.453125,5.9062,9.25,3,3,2.24
17844,22.79,5,2,5,747.25,12.4325,9.25,3,3,2.24
17845,6.147,1,3,7,315.9375,3.25,0.9,7.6,6.4,0.625
17846,15.92,1,3,4,409.5,4.125,7,10.75,0.5,0.8
17847,19.71,1,1,1,146.625,1.84,1.75,4.75,4.75,0.54
17848,7.173,1,1,1,225.78125,3.8,1,9,5,0.4375
17849,11.074,2,0,0,0,0,9.5,4,4,3.4875
17850,9.927,1,14,27,1660.875,17.49,1.5,6.25,5.25,0.875
17851,25.773,1,3,4,676.9375,8.46,7.25,3,1.5,0.58
17852,6.067,1,11,25,1453.171875,7.7937,9.5,4,4,3.4875
17853,31.994,3,0,0,0,0,5.88,1.25,3.25,0.15
17854,6.967,1,3,3,347.34375,1.96,3.5,8.87,7.25,0.3125
17855,25.657,1,4,4,485.5,2.4062,8.25,2.5,2.5,0.625
17856,13.046,1,5,6,279.140625,5.0068,3,11.75,4.25,1.125
17857,13.664,1,7,10,1017,8.685,9.5,4,4,3.4875
17858,4.647,1,5,6,766.53125,5.03,2.25,4.25,4.25,0.62
17859,13.896,1,1,2,481.5624,2.625,10,3,3,2
17860,7.223,1,4,7,1049.71875,12.2425,9.5,4,4,3.4875
17861,3.764,1,7,10,1165.281735,11.5937,9.5,4,4,3.4875
17862,29.064,1,11,13,1138.4375,16.5375,9.5,4,4,3.4875
17863,10.914,1,5,5,226.207536,2.8759,7.5,2.25,2.25,0.75
17864,19.466,1,1,1,148.078125,0.42,3,11.5,4.25,1.84
17865,67.99,1,0,0,0,0,2.75,5,2.5,1.0125
17866,9.99,1,9,18,942.34375,4.2009,2.5,3.25,3.25,0.3312
17867,10.24,1,2,4,584.625,4.3625,7,5.25,3.5,0.875
17868,7.59,1,1,1,32.8125,0.275,2.25,3,3,0.2656
17869,10.177,1,12,20,1398.32875,15.33,3,11.5,4.25,1.84
17870,12.794,1,7,7,1106.16875,10.8887,2.5,3,3,0.3312
17871,6.466,1,7,9,606.873125,8.0887,0.9,7.6,6.4,0.625
17872,7.894,1,8,10,996.328125,9.2,3.25,4.25,4.25,0.54
17873,7.696,1,0,0,0,0,2.75,11.75,4,1.5
17874,4.53,2,6,7,739.53125,9.625,2.5,3.75,3.75,0.3312
17875,12.427,3,7,7,724.6875,3.3962,2.5,3.75,3.75,0.3312
17876,23.567,1,3,3,603.62494,8.4009,5.5,8,6.5,2
17877,33.91,1,12,14,1365.84375,16.4162,1.75,6,4.75,1.32
17878,15.33,2,3,3,476.3125,7.2,7.25,8.25,2.5,0.125
17879,2.857,1,9,9,804.171875,7.8313,2.75,5,2.5,1.0125
17880,26.827,5,6,9,1076.328125,6.2275,2.5,3.75,3.75,0.375
17881,13.717,1,5,11,385.34375,6.6225,3.25,6.5,3.25,1.0625
17882,15.347,2,1,4,896,2,2.5,3.75,3.75,0.3312
17883,6.16,1,0,0,0,0,9.5,4,4,4
17884,9.096,1,2,2,82.109375,1.5625,2.75,11.75,4,1.5
17885,16.626,3,5,8,515.75,6.035,2.5,3,3,0.3312
17886,24.097,3,4,6,884.372,10.18,0.9,7.6,6.4,0.625
17887,6.416,1,4,4,311.64375,4.5325,3.25,4.25,4.25,0.54
17888,8.34,2,2,2,209.25,3.1078,1,9,5,0.4375
17889,4.57,1,1,1,94.5,0.5,9.5,4,4,3.4875
17890,12.367,1,5,8,547.5625,3.1657,9.5,4,4,3.4875
17891,7.873,1,4,6,815.75,5.45,1,5.5,5.5,0.625
17892,32.537,1,5,5,565.6875,6.305,3,4.25,4.25,1
17893,5.277,1,1,3,388.171875,3.19,3,11.5,4.25,1.84
17894,6.35,1,4,8,453.515625,4.125,1.75,4.5,4.5,0.5
17895,9.09,1,0,0,0,0,1,9,5,0.4375
17896,15.457,1,0,0,0,0,5.5,2.75,2.75,1.175
17897,5.43,1,0,0,0,0,3,11.5,4.25,1.84
17898,10.343,2,1,1,40,0.4,9.5,4,4,3.4875
17899,15.88,1,4,7,909.921875,7.505,6,6,6,0.7931
17900,13.56,1,1,2,2,0.16,5.25,10.25,0.25,0.5
17901,14.57,1,0,0,0,0,3,11.5,4.25,1.84
17902,25.49,1,5,5,167.156266,2.195,8.5,5.5,0.85,0.42
17903,21.686,1,4,4,234.940726,2.8562,2.5,3.75,3.75,0.3312
17904,12.334,2,9,13,1207.484375,8.8688,9.5,4,4,4
17905,11.314,1,5,6,590.9019009,5.74,2.5,3.25,3.25,0.3312
17906,6.614,1,6,6,1093.942281,14.2075,10.5,6.75,0.5,0.76
17907,6.86,1,15,30,1750.001816,14.735,0.25,7.5,9.75,0.1875
17908,6.996,1,5,10,852.625,3.17,1.5,5.25,2.75,0.54
17909,24.21,4,1,1,34.375,1.0125,2,4.75,4.75,0.5
17910,9.09,1,4,5,360.71875,6.6563,2.75,5,2.5,1.0125
17911,9.93,1,0,0,0,0,1.75,4.5,4.5,0.5
17912,16.316,1,6,7,622.453125,10.815,3,6.5,4.5,0.25
17913,24.306,1,0,0,0,0,2.5,3.75,3.75,0.375
17914,9.337,1,0,0,0,0,3,11.5,4.25,1.84
17915,3.99,1,2,2,469.6875,10.8125,1.5,4.25,2.5,0.5
17916,7.574,1,11,17,1386.14375,10.1399,2.25,10.5,6.5,1.1
17917,20.29,1,2,2,414,2.2,2.25,4.25,4.25,0.62
17918,1.273,2,5,8,917.25,11.3938,1,9,5,0.4375
17919,8.83,2,5,5,429.8625,2.8026,6.25,2.5,2.5,0.9
17920,9.68,1,0,0,0,0,2.75,4.75,2.5,1.04
17921,14.107,1,4,9,375.689375,3.1325,7.75,2.75,2.75,1
17922,5.24,1,1,1,126.584289,3,2.2,3.14,4.37,0.4
17923,7.59,1,0,0,0,0,3,11.5,4.25,1.84
17924,14.336,1,8,10,1313.93135,8.96,2.75,5.25,2.5,1.04
17925,15.877,1,3,4,452.375,5.925,10.5,6.75,0.5,0.76
17926,4.387,1,10,13,1307.190239,6.795,3.5,8.87,7.25,0.3125
17927,12.313,3,1,1,83.25,2.24,2.48,3.15,3.15,0.3312
17928,10.39,1,7,18,1293.75,9.27,2.75,5,2.5,1.0125
17929,7.747,1,7,10,1334.90625,8.9884,3,11.5,4.25,1.84
17930,34.257,3,9,12,567.5625,7.3686,6.25,2.5,2.5,0.9
17931,13.244,2,1,5,120,0.35,1,1,1,1
17932,9.473,1,3,4,306.375,1.8594,7,10.75,0.5,0.8
17933,17.327,1,0,0,0,0,6,7,10,3.5
17934,10.16,1,4,4,458.25,7.16,1.25,6.25,4.25,0.5625
17935,17.32,1,4,4,674.66313,5.0025,3,11.5,4.25,1.84
17936,20.737,1,0,0,0,0,8.5,2.5,2.5,0.4062
17937,34.43,2,10,20,1447.672791,10.1799,2.5,4,4,0.4
17938,6.777,1,4,4,486.025,3.2,2.5,3.75,3.75,0.3312
17939,11.09,1,2,2,102.9375,1.5,7.25,3,1.5,0.58
17940,36.56,1,0,0,0,0,10.5,4,4,4
17941,47.437,6,5,8,672.375,3.7975,7,5.25,3.5,0.875
17942,7.534,1,4,7,371.55,4.3125,6,2.75,2.75,0.625
17943,9.357,1,1,1,21.521875,0.52,2.25,4.25,4.25,0.62
17944,14.547,1,7,17,1209.74375,8.625,3,4.25,4.25,1
17945,28.267,2,0,0,0,0,4.5,1.5,1.5,0.1062
17946,14.72,2,2,2,133.6875,3.5,2.75,3.25,3.25,0.3312
17947,52.777,1,15,16,1635.681875,16.095,7,5.25,3.5,0.875
17948,17.53,1,13,20,967.296875,10.8862,2.25,3,3,0.2656
17949,4.236,1,9,11,1180.4375,10.59,10.25,4.5,4.5,3
17950,15.423,1,5,10,558.25,5.3975,3,9,8.5,1.125
17951,5.923,1,5,7,943.96875,6.3875,9.25,3,3,2.24
17952,16.75,1,0,0,0,0,2.75,5,2.5,1.0125
17953,16.916,1,9,9,1053.36265,5.3125,2.2,5.75,1.2,0.5
17954,8.637,2,0,0,0,0,2.5,3.75,3.75,0.375
17955,15.26,3,2,3,119.942702,0.7312,2.26,3.74,3.74,0.3312
17956,14.773,1,7,10,598.062875,7.6662,2.2,5.75,1.2,0.5
17957,12.213,2,3,5,278.875,4.3387,2.5,4,4,0.4
17958,2.837,1,1,3,60.9375,1,2.75,5.25,2.5,1.04
17959,7.907,1,0,0,0,0,9.5,4.25,4.25,4.46
17960,10.557,3,1,2,112.8125,0.875,5.88,1.25,3.25,0.15
17961,14.927,1,0,0,0,0,1.25,6.25,4.25,0.5625
17962,19.903,2,0,0,0,0,5.563,5.125,0.938,0.5625
17963,28.43,2,3,6,658.0625,7.1,1,9,5,0.4375
17964,25.59,2,6,17,1404.28125,12.5962,1.25,8.25,5.5,0.4
17965,46.42,14,2,2,299.0625,0.9375,2.5,4,4,0.4
17966,21.21,2,1,1,19.140625,0.64,2.5,3.25,3.25,0.3312
17967,25.557,1,4,9,1383.375,4.35,1,9,5,0.4375
17968,11.75,4,2,3,423.640625,3.515,2.5,4,4,0.4
17969,8.983,1,10,26,1452.90625,10.9087,6,2.75,2.75,0.625
17970,9.01,1,4,28,1906.5,3.2249,9.25,3,3,2.24
17971,10.49,1,5,7,880,6.04,9.85,3.95,3.95,4.625
17972,8.88,1,3,4,413.78125,3.55,8.5,2.5,2.5,0.4062
17973,5.7,1,7,9,1131.515625,6.02,4,5,5,0.875
17974,4.857,2,6,15,1121.0625,4.33,9.5,4,4,4
17975,35.28,1,3,4,268.834,5.4625,3,11.5,4.25,1.84
17976,23.563,2,5,10,1374.1875,7.66,4,3,3,1
17977,10.3,1,15,24,1054.265625,10.4067,9.5,4,4,3.4875
17978,28.773,3,13,18,1353.265625,14.645,5.88,1.25,3.25,0.15
17979,9.36,1,4,4,290.19813,6.7313,1.25,8.25,5.5,0.4
17980,12.08,2,0,0,0,0,1.5,4.25,2.5,0.5
17981,33.447,1,5,6,445.828125,2.8406,4,5,5,0.875
17982,21.806,1,2,2,182.9375,2,1.55,4.85,4.85,0.56
17983,6.09,1,9,11,1305.40625,6.61,1.25,8.25,5.5,0.4
17984,9.184,1,1,2,173.25,0.5938,9.5,4,4,3.4875
17985,15.077,1,8,10,751.281282,8.9087,2,4.75,4.75,0.5
17986,12.05,1,0,0,0,0,6,7,10,3.5
17987,19.07,2,6,13,905.9375,7.8237,6.25,2.5,2.5,0.9
17988,5.68,1,9,20,1272.765625,12.7425,10.25,4.5,4.5,3
17989,21.443,1,7,8,1007.578125,10.4175,2.75,5,2.75,1.2812
17990,10.473,1,9,12,1020.363277,11.8887,3.5,8.87,7.25,0.3125
17991,20.107,2,7,7,1092.46875,10.29,1.5,4.25,2.5,0.5
17992,15.557,1,1,1,149.8125,1.75,2.5,3.5,3.5,0.5625
17993,5.6,1,1,1,144.703125,2.2062,2,7.25,3.25,0.4375
17994,7.697,1,4,4,409.09375,4.2625,7,10.75,0.5,0.8
17995,9.986,3,6,7,747.21875,6.47,8.5,2.5,2.5,0.4062
17996,14.053,1,10,11,792.475,5.7625,3,11.75,4.25,1.125
17997,11.63,2,10,19,1227.65625,11.5373,2.5,3.75,3.75,0.3312
17998,5.143,1,7,8,888.328125,8.76,8.5,2.5,2.5,0.4062
17999,17.03,1,11,18,1590.609375,12.6549,2.5,3.5,3.5,0.5625
18000,18.954,2,5,6,732.125,6.1875,3.5,8.87,7.25,0.3125
18001,4.867,1,8,13,1818.03125,7.3575,4,5,5,0.875
18002,9.317,1,10,16,1856.3125,11.84,5.5,8,6.5,2
18003,17.213,2,6,16,897.925,6.4906,3,9,8.5,1.125
18004,7.433,1,8,8,845.78125,5.8044,1.5,5.25,2.75,0.54
18005,14.907,2,4,5,950.5625,6.4475,2,8,6.5,0.5625
18006,9.44,1,0,0,0,0,7,2.25,2.25,1.0625
18007,9.2,1,7,7,670.11875,8.2112,2.25,5,5,0.625
18008,0.62,1,4,5,417.02278,4.0125,8.5,8.25,1,0.36
18009,7.114,1,3,3,493.9375,4.4925,6.5,6.5,0.85,0.6438
18010,23.577,1,3,3,126.921875,1.625,1.75,4.5,4.5,0.5
18011,5.177,1,4,8,612.09375,5.975,9.5,4,4,3.4875
18012,12.91,1,0,0,0,0,3.25,4.25,4.25,0.54
18013,9.923,1,4,9,714.046875,6.2912,1.25,7.25,6,0.3125
18014,16.587,2,1,2,80,0.44,2.5,4,4,0.44
18015,10.264,1,6,12,866.03125,7.925,0.5,5.5,6.5,0.75
18016,23.053,1,9,10,1011.625,6.39,1.75,6,6,0.6875
18017,16.547,1,7,9,1206.275,9.6669,6,10,10,3.1
18018,7.364,1,7,8,673.25,7.41,1.55,4.85,4.85,0.56
18019,10.277,1,7,12,1304.78125,6.375,2.25,3,3,0.2656
18020,8.05,1,4,6,1159.5,11.125,3,7.25,6.5,0.25
18021,39.226,3,5,6,477.90625,7.6025,7.5,2.25,2.25,0.75
18022,23.867,1,10,13,873.15625,8.2525,2.25,3,3,0.2656
18023,0.2,1,16,19,1009.330726,11.7382,2.5,3.75,3.75,0.3312
18024,70.344,2,10,13,1361.7125,15.6581,7.25,2.5,2.5,1
18025,7.253,1,5,6,1068.546875,11.335,0.25,7.5,9.75,0.1875
18026,23.956,4,0,0,0,0,4,5,5,0.875
18027,10.987,1,11,15,790.241875,6.0762,3.25,6.25,3.25,1.0938
18028,38.024,2,2,4,447.8125,2.0125,8.5,2.5,2.5,0.4062
18029,26.887,1,0,0,0,0,2.75,5,2.5,1.0125
18030,5.843,1,6,7,1007.539063,9.5412,1.25,8.25,5.5,0.4
18031,39.383,2,8,31,1604.5,10.2062,10.5,4,4,4
18032,6.33,2,11,17,1938.390625,16.8625,7.25,8.25,2.5,0.125
18033,8.393,1,6,8,749.18,6.27,9.5,4,4,3.4875
18034,7.92,1,6,8,620.99,3.54,5.563,5.125,0.938,0.5625
18035,16.12,1,0,0,0,0,3,11.75,4.25,1.125
18036,12.71,1,3,6,412.6875,1.5325,1.5,6.25,5.25,0.4875
18037,6.633,1,0,0,0,0,7,5.25,3.5,0.875
18038,14.437,4,1,2,170.625,0.86,7,2.25,2.25,1.0625
18039,2.533,1,0,0,0,0,3,11.5,4.25,1.84
18040,7.69,1,2,3,280.15625,1.875,3.25,4.25,4.25,0.54
18041,8.35,1,3,3,361.53125,6.41,7.25,3,1.5,0.58
18042,20.894,1,0,0,0,0,2.25,5,5,0.625
18043,15.19,1,15,21,1805.3125,14.2612,9.5,4,4,3.4875
18044,31.19,8,4,7,1089.243136,16.975,6.25,2.5,2.5,0.9
18045,18.357,4,7,12,1115.609375,10.153,2.5,3.5,3.5,0.3312
18046,14.117,1,1,1,41.59375,1.0625,1,9,5,0.4375
18047,39.053,1,0,0,0,0,1,9,5,0.4375
18048,6.033,1,8,9,1583.53125,8.695,3.5,8.87,7.25,0.3125
18049,9.013,1,11,16,846.235291,7.273,2.2,5.75,1.2,0.5
18050,47.323,1,14,14,1512.658732,14.25,10.5,4,4,4
18051,16,1,9,12,723.5325,4.8909,2.75,6,4,0.75
18052,9.356,1,7,12,710.078125,3.4324,3,11.75,4.25,1.125
18053,7.74,1,4,4,523.21875,3.0875,1,9,5,0.4375
18054,15.604,2,0,0,0,0,2.5,3.75,3.75,0.375
18055,17.12,1,1,1,66.015625,1.0938,3,6.5,4.5,0.25
18056,10.5,1,2,4,207.40625,1.375,1.5,6.25,5.25,0.875
18057,8.24,1,1,1,35.625,0.75,3,11.5,4.25,1.84
18058,11.486,3,6,7,588.9375,5.375,2.25,4.25,4.25,0.62
18059,6.69,1,3,4,570.953125,6.5,9.5,4,4,3.4875
18060,8.156,1,2,3,423.5,2.5325,2.56,7.44,4.94,1.5
18061,27.634,1,8,12,750.3125,4.57,2,4.75,4.75,0.5
18062,8.977,1,12,21,1204.834375,12.48,1.5,5.25,4.5,0.78
18063,7.797,1,2,3,516.09375,5.265,9.25,3,3,2.24
18064,154.803,2,0,0,0,0,1,1,1,1
18065,7.516,1,7,8,562.375,8.8106,3,5,5,0.625
18066,3.067,1,12,12,1081.078125,16.315,4,5.25,3,1.1625
18067,13.313,2,2,5,188.5,1.0812,5.38,2,2,0.4375
18068,7.727,1,3,3,849.140625,2.7312,5.75,4.5,1.75,0.5
18069,5.087,1,7,10,646.9375,4.5299,9.5,4,4,3.4875
18070,16.077,1,1,1,49.21875,0.875,2.75,11.75,4,1.5
18071,7.13,1,8,9,574.40655,8.1311,2.5,3.5,3.5,0.3312
18072,7.054,3,1,6,408.375,2.1875,9.5,3.85,3.85,4.4938
18073,8.433,1,6,6,630.59375,3.6312,2.25,3,3,0.2656
18074,12.58,2,6,10,789.921875,9.66,1.25,8.25,5.5,0.4
18075,9.764,1,2,3,227.25,2.5,1,9,5,0.4375
18076,10.18,1,0,0,0,0,2.75,11.75,4,1.5
18077,16.633,1,2,2,200.625,1.2562,10.5,4,4,4
18078,11.13,2,1,1,17.96875,0.6,9.5,4,4,3.4875
18079,19.633,1,7,12,1210.25325,6.5425,1,1,1,1
18080,31.866,1,0,0,0,0,1.25,8.25,5.5,0.4
18081,9.6,1,4,7,553.5,3.9375,3,5,5,0.625
18082,24.557,4,3,4,391.764,5.3425,1.25,6.25,4.25,0.5625
18083,13.84,1,9,10,1219.109375,15.9037,0.5,5.5,6.5,0.75
18084,20.924,3,3,5,293.625,2.9913,1.75,4.5,4.5,0.5
18085,5.613,2,7,8,862.96875,10.5275,2.5,3.75,3.75,0.3312
18086,7.743,1,2,2,108.65625,1.3625,7.25,2.5,2.5,1
18087,21.427,1,1,4,329.875,0.86,1.5,5.5,1.5,0.25
18088,14.267,1,2,4,536.859375,6.3,2.5,5.25,3.25,1
18089,23.716,1,1,2,196.875,1.125,10.5,4,4,4
18090,8.953,1,7,16,1496.05,8.62,1,5.5,5.5,0.625
18091,6.937,1,9,15,1110.328125,7.075,1,7,8,0.625
18092,13.22,2,1,1,282.625,1,3,11.5,4.25,1.84
18093,4.044,4,5,5,517.59375,5.475,3.5,8.87,7.25,0.3125
18094,0.367,4,6,27,599.34375,7.5937,2.5,3,3,0.3312
18095,5.706,1,13,14,1895.0625,10.6943,3,11.5,4.25,1.84
18096,11.487,1,0,0,0,0,10.25,4.5,4.5,3
18097,28.48,1,1,1,3.375,0.75,3,6.5,4.5,0.25
18098,19.573,2,4,8,550.96875,2.2562,5.25,10.25,0.25,0.5
18099,16.13,2,0,0,0,0,1,9,5,0.4375
18100,10.09,1,9,9,1041.117732,9.6225,0.9,7.6,6.4,0.625
18101,5.83,1,5,7,643.84375,3.275,3,11.5,4.25,1.84
18102,12.324,1,11,19,1609.890625,11.9144,4,5,5,0.875
18103,16.8,1,7,10,604.079427,7.38,2.75,11.75,4,1.5
18104,8.6,1,5,5,758.53125,8.68,1,9.25,6,0.52
18105,4.513,1,6,6,620.726,6.625,9.25,3,3,2.24
18106,18.427,3,2,4,510.1875,1.42,9.5,4,4,3.4875
18107,11.443,3,6,23,919.04375,9.3725,7.75,2.75,2.75,1
18108,6.927,2,1,1,30.366765,0.25,4,5.25,3,1.1625
18109,12.863,1,0,0,0,0,1.55,4.85,4.85,0.56
18110,4.81,1,5,10,735.08375,4.9688,2.75,11.75,4,1.5
18111,7.197,2,14,15,1319.453125,11.1787,2.5,3.5,3.5,0.3312
18112,6.356,1,4,4,744.453125,8.56,2.75,5,2.5,1.0125
18113,9.76,1,10,22,1035.871988,7.4387,1.25,7.25,6,0.3125
18114,9.016,1,13,17,1540.625,12.7069,3.25,5.25,3.75,0.9375
18115,9.337,1,9,9,1536.042199,13.9324,2.75,5,2.5,1.0125
18116,8.677,1,1,1,36.125,0.5625,2.75,5,2.5,1.0125
18117,6.256,1,11,11,1085.009375,14.7869,8,3,1,0.5
18118,48.437,3,0,0,0,0,9.25,3,3,2.24
18119,18.577,1,7,9,688.46875,12.3375,1.5,6.25,5.25,0.875
18120,9.723,2,8,13,868.40625,4.6187,1.75,4.5,4.5,0.5
18121,9.127,1,4,5,427.0625,10.135,3,11.5,4.25,1.84
18122,14.297,1,10,17,1080.921875,12.0387,6,7,10,3.5
18123,15.644,2,2,3,717.4375,13.3875,9.5,4,4,3.4875
18124,7.987,1,12,14,654.0878734,7.4249,2.5,3.75,3.75,0.375
18125,7.183,1,1,1,45,0.4694,5.25,6.5,1.5,0.82
18126,4.717,1,2,3,421.65625,8.46,8.25,2.5,2.5,0.625
18127,11.83,1,8,10,781.3125,8.735,1.75,4.5,4.5,0.5
18128,7.51,1,7,45,1864.21875,6.1186,1.25,7.25,6,0.3125
18129,10.03,1,5,5,628.21875,13.45,3,11.75,4.25,1.125
18130,4.413,1,17,19,1307.25,12.0455,7,5.25,3.5,0.875
18131,37.766,2,9,18,1849.25,13.0262,1.25,8.25,5.5,0.4
18132,13.52,1,11,16,1356.28125,10.7488,2,4.75,4.75,0.5
18133,14.027,1,0,0,0,0,2.5,5.25,3.25,1
18134,8.393,2,4,8,746.0625,1.305,3,11.5,4.25,1.84
18135,12.13,1,9,10,1009.625,7.6075,1.75,8.5,4.75,0.6
18136,17.226,2,0,0,0,0,1.75,8.5,4.75,0.6
18137,12.08,1,0,0,0,0,8.5,8.25,1,0.36
18138,4.953,1,1,2,65.3125,1.04,9.25,3,3,2.24
18139,28.813,2,10,17,1886.125,9.8175,4,5.25,3,1.1625
18140,10.483,1,3,4,252.78125,5.0625,2.2,5.75,1.2,0.5
18141,6.8,2,5,6,680.65625,7.5601,2.48,3.15,3.15,0.3312
18142,28.996,1,0,0,0,0,6,7,10,3.5
18143,10.527,2,5,16,1110.15625,6.21,5.563,5.125,0.938,0.5625
18144,9.564,1,6,10,1555.30635,9.8275,1.25,6.5,2.25,0.375
18145,20.134,2,3,5,271.265625,3.0037,2.5,4,4,0.4
18146,18.47,1,12,16,1597.0625,13.0981,2.5,7.8,8.1,0.25
18147,8.48,1,9,9,1763.703125,8.5512,1,8,5,0.3125
18148,7.836,2,10,14,1731.195313,11.7193,2.5,4,4,0.4
18149,14.86,1,2,5,286.004,2.5,10.5,4,4,4
18150,20.74,4,3,5,546.890625,1.62,4.5,1.5,1.5,0.1062
18151,13.647,1,1,1,85.3125,0.75,4,5,5,0.875
18152,9.88,1,0,0,0,0,9.45,6.3,0.5,0.4375
18153,14.094,2,9,26,1385.25,6.0862,2.75,5,2.5,1.0125
18154,7.256,1,11,17,1569.345609,15.6087,2.75,4.75,2.5,1.04
18155,8.54,1,4,6,613.828125,2.04,4,5.25,3,1.1625
18156,11.913,2,1,2,1009.05,0.52,4,5,5,0.875
18157,6.967,1,5,6,898.03625,5.3,3,11.5,4.25,1.84
18158,4.963,1,3,3,416.640625,2.4409,3,11.5,4.25,1.84
18159,18.93,1,10,15,1203.539,13.2712,0.5,5.5,6.5,0.75
18160,17.283,1,1,1,32.65625,1.04,1.78,2.92,2.91,0.34
18161,38.816,2,2,4,838.78125,2.7931,1.25,8.25,5.5,0.4
18162,6.833,1,6,8,464.765625,2.865,5.88,1.25,3.25,0.15
18163,41.163,1,3,3,343.9927318,2.9825,1.75,6.75,3.75,0.375
18164,11.46,1,0,0,0,0,1.25,6.25,4.25,0.5625
18165,36.894,1,3,8,455.671875,2.025,2.75,5.25,2.5,1.04
18166,70.4,24,0,0,0,0,2.5,3,3,0.3312
18167,27.897,2,7,7,1335.349786,3.6125,7.25,3,1.5,0.58
18168,8.467,1,3,3,507.934375,1.4876,9.5,4,4,3.4875
18169,70.67,7,3,7,1026.1875,4.75,8.5,5.5,0.85,0.42
18170,15.946,1,4,5,632.125,10.575,2.25,3,3,0.2656
18171,7.824,1,1,3,106.875,0.25,2.5,7.8,8.1,0.25
18172,7.94,1,1,1,83.25,2.24,2.25,10.5,6.5,1.1
18173,8.023,1,2,2,184.4375,3.1212,5.25,10.25,0.25,0.5
18174,8.774,1,10,10,507.315101,4.8399,2.26,3.74,3.74,0.3312
18175,4.95,1,5,6,953.8125,6.4963,9.5,4,4,3.4875
18176,20.56,2,7,7,546.7214893,8.255,3,11.5,4.25,1.84
18177,16.21,3,7,9,931.9539893,3.1906,2.5,3,3,0.3312
18178,6.213,1,6,9,992.71875,7.8125,9.5,3.85,3.85,4.4938
18179,12.436,1,10,12,1117.296875,9.7456,2.5,3.5,3.5,0.5625
18180,23.707,1,0,0,0,0,4.75,5.56,3.75,1.5
18181,6.456,1,3,6,391.25,5.8375,2.75,5,2.5,1.0125
18182,11.803,1,0,0,0,0,3.5,8.87,7.25,0.3125
18183,10.914,2,2,4,361.875,0.84,1,5.5,5,0.75
18184,23.88,1,13,16,1545.61025,12.5547,2.5,8.25,2.5,1.5
18185,8.643,1,6,9,499.70125,4.045,5.5,1.38,6.75,0.6625
18186,11.093,1,5,13,975.171875,11.0787,1,8,5,0.3125
18187,16.1,1,9,12,901.250016,11.3138,9.5,4,4,3.4875
18188,112.57,1,6,6,920.234375,9.285,1.75,9.75,2,0.6562
18189,12.343,2,11,21,1286.875,9.72,8,3,1,0.5
18190,86.57,2,3,6,471.828125,5.5,1.5,5.25,2.75,0.54
18191,15.47,1,4,8,474.0625,3.92,5.5,2.75,2.75,1.175
18192,8.58,1,4,4,289.6875,3.495,7,10,1,1.1
18193,17.58,4,3,6,1116.53125,2.5337,2.5,4,4,0.44
18194,57.923,1,4,4,254.375,3.045,6,3.25,3.25,1.16
18195,14.95,1,7,9,1114.953125,9.565,2,4.75,4.75,0.5
18196,7.673,1,0,0,0,0,0.5,5.5,6.5,0.75
18197,16.78,1,6,9,1262.90625,5.805,2.75,11.75,4,1.5
18198,5.916,1,9,9,1040.25,11.2175,1,9.5,6.25,0.52
18199,8.27,1,12,13,1545.997662,14.9824,0.9,7.6,6.4,0.625
18200,11.893,1,0,0,0,0,3,11.5,4.25,1.84
18201,7.203,1,10,12,1331.986398,18.7137,1,9,5,0.4375
18202,8.917,2,13,16,1290.202,16.3956,2.5,3,3,0.3312
18203,3.056,1,2,3,162,1.4062,2.75,5.25,2.5,1.04
18204,7.593,1,0,0,0,0,3.5,8.87,7.25,0.3125
18205,22.624,1,12,13,1226.125,11.5756,2.5,3,3,0.3312
18206,13.393,1,1,1,35.15625,0.375,2.5,3.75,3.75,0.3312
18207,11.31,1,1,2,78.375,0.5125,1.75,8.5,4.75,0.6
18208,30.23,3,9,12,1027.8,7.4456,7.45,2.17,2.17,0.875
18209,10.457,1,8,8,437.171875,5.12,7.5,2.5,2.5,1.4
18210,97.883,4,3,8,1101.5625,9.5287,2.5,3.75,3.75,0.3312
18211,21.114,1,8,10,921.90375,8.3425,8.5,2.5,2.5,0.4062
18212,5.364,1,1,1,140.81375,4.4938,9.25,3,3,2.24
18213,7.463,1,10,11,1139.125,9.1812,2.75,5,2.5,1.0125
18214,8.074,1,1,1,80.15625,1.5,1.75,4.75,4.75,0.54
18215,7.923,1,7,12,2076.125,16.3125,1.5,5.25,2.75,0.54
18216,8.54,1,4,5,432.78125,2.4825,1.75,4.5,4.5,0.5
18217,23.33,2,11,23,1897.171875,19.1312,2.26,3.74,3.74,0.3312
18218,5.843,1,2,2,57.03125,0.6624,4,5,5,0.875
